PolicyId,PrimeCommercialePred
90134430.102a,174.18186828064404
90183977.100a,523.1500561665165
90105510.100a,356.5680335864656
90126494.101a,291.903435970112
90140132.100a,380.0994245562714
90132143.100a,678.2733897634963
90108406.101a,313.7213784571216
90167762.100a,720.8325890477661
90149694.100b,337.1391474575728
60200082.101b,725.7845427945393
90131646.102a,247.56065619285968
90158079.100a,542.0774696757986
90182817.101a,311.8757598149262
90103970.101a,476.6592298102715
90187945.100c,387.443005687632
90156090.100b,289.1391747229183
90149605.101a,294.7426293108744
30100027.10a,245.34823410483472
90173992.100a,450.1443489272898
90147264.101c,288.33954543095274
90193978.100b,250.31467079778105
90164639.100a,381.0139109059209
90187388.100c,561.7070563422222
90157027.100a,249.06296167722317
90132586.101b,724.071148650817
90108669.101a,367.7830557939191
90119759.101b,104.22822400709147
1007655.100f,478.81777651419884
90146795.100a,291.6916903330031
90146064.100a,378.49274790000675
90154995.100b,241.48338620994357
90165933.100a,410.0014533442558
90132948.100a,408.55913758576474
1007037.100a,364.3235857096544
90149100.100a,686.7546748376261
90126655.100a,379.65993979568987
90133442.100b,472.50127235280735
90126063.101b,111.7064250670774
90104938.100c,410.4364845306864
90132795.101a,119.77949124206468
90113348.100d,308.6064071543866
90126732.102a,574.4534805716916
50200596.101f,325.00183324028325
70203313.101a,180.1198654981364
90146354.104a,204.74548629345767
90154317.100d,310.6366228031679
90132232.100c,438.7257512107711
1007655.100c,430.1313475152204
90148759.100a,405.80095197578436
90182861.100b,392.3779714881186
90159239.100b,601.2603109384645
90150441.100c,168.16057683302088
90147349.100a,443.38342444839014
90149234.101a,300.29797820619854
90116863.102b,821.2026518478425
90150391.101a,134.51287914667168
1002745.100a,560.0821682364046
30200043.10c,131.5327279473862
90163081.101b,366.3603278590837
90134084.101c,513.522420470156
90179001.100a,226.00271636036842
90135210.100a,325.95280361531474
90180676.100a,554.8198374645817
90158947.100a,315.3420833908806
90188396.100a,906.0499999999998
90156444.101a,327.83661408844546
90146104.100a,523.7418615290109
90129263.100c,356.6268864882703
90139517.101a,279.2843582505684
90126503.101b,226.68620418133563
90156045.100a,333.89755342067986
90149843.100b,340.6746322400355
90144864.100a,300.71121752603847
90150986.100a,577.6672780211112
10100048.101a,358.6596931521269
90147650.101c,406.60716982035683
90103607.10a,228.89197703146075
90147739.101a,179.291858568324
90149771.100b,594.4708051890339
90146701.100a,220.5649544794466
90156620.100a,276.70494733769874
90103774.10c,200.22233342725943
90133408.100b,406.86556753236124
90135204.100b,460.6989448495861
90170484.101a,360.6630725023002
90148234.101a,550.2222717024462
90105409.102c,239.5234517689069
90155185.102a,467.4973178169363
90104485.101c,471.16016242335166
90155656.101c,574.2884056034903
1009368.100a,354.4973463171013
90108304.101a,510.82170702956364
90157356.100b,494.5457076813214
90157648.101a,420.7550182547174
90150032.100a,238.57043772297658
90153780.100a,443.7358281481053
50100088.100a,409.9522579990499
90123560.101a,572.3152941022403
90154204.100a,202.0943451055412
90154973.100a,274.46467213632525
90131613.100b,233.61049746835633
90145776.100a,698.3036986352739
90160737.100c,442.0400450917897
90133017.100c,399.5287245901222
90146999.101a,226.60251107698625
20200035.100b,415.33030860531494
90123587.101a,348.0769528020292
90159906.100b,352.50691201744945
90175800.100b,306.11320855059347
1000196.100a,347.5039814261584
90106728.101b,362.5170574102386
10100165.103b,300.30844028353465
90156707.100b,397.8688180181549
90109479.102a,252.60970077642133
90180736.100a,544.346108218369
90132697.100a,193.25487173958734
90188776.100b,221.18506152188382
90134238.102a,145.19755669576395
90168990.100a,338.5200230476535
90165862.100a,859.6098166182686
90127365.100c,244.28151900713408
90131004.100a,155.46576801942305
90153176.100a,443.4902855816174
1003334.100a,294.96233545727887
90171998.100b,317.42835156767575
90146712.100b,243.3467710866505
80200150.101a,482.73315033951616
90157934.100b,583.60493364613
90181875.100a,531.3291848276715
90127873.101a,580.2784317629637
90148107.100c,723.8976033907707
90107151.101a,465.59003960957426
90156711.101b,452.7532178266224
90168057.101a,381.39153729625383
90102128.101b,602.7817331486136
90135446.101a,402.4854758201574
90115863.100b,475.7371954221904
90156102.100a,392.7620779292644
90161623.100b,307.9727358933008
90165821.100b,298.53055703735527
90194859.101a,173.21055175786327
90179934.100c,313.9452237769816
90151513.100a,256.5574513316558
90132248.100a,469.004219874236
90169919.100a,220.00338066423205
90144759.102a,353.57374686386584
90157313.100c,461.0260430741224
90158786.100b,624.3775191359491
90172500.100a,329.2336493097261
90135201.100a,261.6884291204046
90109702.101a,222.4981772988883
90194809.100a,314.7044065790276
90178971.101a,346.84424597925675
90132363.100b,418.6581533022105
90109072.101a,269.48764907053146
90105266.101b,335.2256537764394
90145128.100a,268.87431626879265
90104390.101a,671.1966619257729
90128186.101a,403.92949046606935
70200083.100b,154.5257521759138
90117555.101a,120.73170835853732
90108813.101b,413.0086163279693
90144634.100a,783.370298176459
90160831.101a,347.36030806309105
90133479.100a,213.472407294725
90113769.101b,237.66063475134936
90115973.101a,502.6735566299717
90116763.101b,194.29865382223463
90157908.100b,707.8734404980108
90133095.100a,661.1312113081509
90182074.101c,362.7311196364287
90146035.100b,521.7610164717469
90144488.100a,356.2445075637271
90105354.10a,221.54247054107742
90190190.101c,245.70348949058393
90104507.102a,360.1104658050682
90104295.100a,173.4604289211011
90171826.100b,570.4085833722924
90139493.100d,636.6563281074378
90131362.100a,577.3771115345413
90138551.101a,581.3768941771513
90170764.100a,368.31388029059815
90148087.101b,239.65919365095206
90158549.100a,589.8248001297741
10200537.101b,427.2453991915061
90156324.101a,151.35490473939043
90160451.100a,511.93418773995757
90106784.102a,229.59873112098714
90176786.100a,458.30905004811774
90133910.100b,286.2168362170271
90156376.100b,232.68273874148264
90111575.101a,220.14041472638536
90175813.100a,732.5645766338773
576.10a,238.97379442192272
90158549.100b,556.2344502955442
90134103.100a,289.78049776747076
90145215.100b,323.0547916051466
70201517.10b,363.36601527019116
90136857.100b,442.4903491383559
90188886.101a,761.1126875772503
90190145.100a,443.6554353059785
90160749.100a,405.06494992612033
90108818.101a,197.09845251621985
90146500.100a,323.2490364569911
90190462.100a,327.7720500655546
90186954.101a,287.3454955791814
90177903.100c,579.2949820397454
90179942.100a,263.3168778584635
90127887.102a,182.95532481054363
90111473.100b,241.10823472770403
90185374.100c,363.99379007556223
90104195.102a,319.37100135196783
90181602.101a,195.2958077247725
90128574.100a,221.83823140382336
90193794.100a,426.4401125171848
90147831.100b,458.40332974497056
90126974.100b,153.39815599961486
90127887.103a,345.4984134659652
60200094.10a,175.61044551728176
90127908.101a,203.17710258192298
90147860.100a,625.4619824525697
90184107.100c,518.6330258017808
90147598.101a,286.2767162662447
90101336.10b,351.1886902315794
90105880.100a,208.64154615516858
90184141.102b,380.63145343908894
90139527.100a,356.8041612837312
90105058.100b,350.0957939083241
90190972.100b,526.2359332531389
80100258.10b,373.8968196003568
80200239.101a,343.7873838594676
90154524.100a,232.92466408622167
90165232.100a,348.9312476680676
90183754.100a,578.5414017731897
90180252.100b,488.5208107981392
90165810.101b,329.946394674244
90179963.100a,280.0622656344489
90139154.100b,288.3477345946015
90118056.101a,308.93746363701155
90134361.100a,284.32293467453025
90158755.100b,569.9032554282393
90185509.100a,508.6403401336005
90105104.101a,263.32853710915987
90185299.100a,524.5539401689423
90164579.101b,312.1439304524856
90153397.100a,231.60795641854176
90147435.100a,162.35268397746964
90149299.100a,238.4061345271448
90149085.100c,277.09031039980056
90172643.100a,399.67146311438734
90180196.100a,146.45913259371324
90182310.101a,487.28631009415227
1003357.100a,444.8430487665331
90121258.101b,524.832999211852
90170148.100c,306.8849202023103
90159023.101b,331.57033904633414
90108672.101c,308.27961346558214
90153153.100a,325.2122114882304
90172769.100b,520.869980897736
90125683.101b,454.5418118826245
90149513.100a,356.842821201958
90157452.100b,371.7957318280889
90113759.101a,332.8986612056656
90188806.100b,398.3760494778798
90159617.100a,158.00056994942278
90153809.100a,133.90140427642274
90193827.100a,489.50740845502435
90144604.100c,676.5228242537173
70200016.10a,271.150070970988
90181713.100b,424.50133183039753
20100120.10c,616.1720365336089
20100162.10c,387.44516626678444
90132645.101b,635.1666957556479
90147695.100a,218.19219330810384
90146455.101a,157.6435591022945
90138955.100b,752.0970249242591
90148793.100a,244.9018562311542
90170408.100a,261.8917772252818
90166115.100a,256.25265104363615
90160808.100b,353.60450114655697
90191299.100b,453.72442556776804
90154580.101a,512.3914512815472
90175972.100a,196.82194785645382
90152509.100a,296.9673244855542
90155646.101c,490.3196434127694
90180255.100c,353.0355849903315
90105061.10b,311.8161111870413
90109668.102a,340.3035827526751
90128790.101b,515.2630538182879
90149806.100a,427.7818609451963
90167482.100a,318.7863197345671
90166703.100a,279.0502966787745
90126491.101a,906.0499999999998
90159813.100b,260.65005092786686
90156103.100a,603.3420643388342
90164475.100a,444.7371624650494
90144415.101a,277.4223681853879
30100116.101a,302.04177669874076
10100045.102a,238.213869935046
90160758.100a,396.6600427483606
90104161.10a,235.08660120055896
90154990.100a,197.47773283499635
90110950.102a,468.86202466972225
90174457.100a,649.2441056168263
90188086.100a,906.0499999999998
90179561.100a,307.23384890209934
90172118.100a,314.4023132475862
90149373.100a,226.94687125259418
90150439.100a,326.6722105031658
90162689.100a,231.87700805861667
90161577.101a,318.5353636826458
90160009.101b,397.5290970295341
90146699.100a,355.6928350396521
90172399.100b,316.95839899436913
90187875.100a,414.0941409554109
90107340.101a,172.06743685189977
90132237.100a,315.25752234896504
90168197.100a,246.32143503540098
90157019.100c,306.04637916599154
90145951.100c,585.553616840461
90133372.100b,184.73089275925273
90149590.101a,280.7409212393657
90154760.100a,397.3628394163138
90190346.100b,649.3023082269079
90126133.101b,761.1205896244528
90146195.100a,658.4014932172162
90194841.101a,540.4640721099773
90166637.101a,477.93548367964434
90117973.101a,548.146388289756
90169213.100a,767.0912748196038
90108289.100b,417.7291848010517
90194854.100b,251.8395227806894
90165915.100a,580.9940207450069
90151665.100b,744.2616782847214
90135060.103b,533.6747272126513
90133228.100a,515.752062458865
90157360.100a,262.7711682752974
90177986.100c,302.1639786570596
90132298.100a,477.20355433278957
90170257.100a,275.11030049478904
90147628.100b,382.43448617549245
90139293.100a,347.0343207258697
90109169.100c,334.58607128503695
90133754.100a,332.9742451698232
90126004.102a,174.66727597864653
90102841.100a,264.2782601900173
90128253.100a,480.40349635116837
90184994.100c,440.6170613595012
90186103.101b,498.9270249069314
90131294.100b,450.2015444932117
90126698.101a,363.34876227644975
90172827.100b,460.2077616928372
90158590.100a,329.8712336858191
90173086.100b,267.78598058947955
90116060.101b,206.17087017253195
1011327.100b,186.4830732013194
90187934.100a,331.4604837755457
90108241.101b,772.4820909706457
90130063.101a,388.85733684094805
60100356.10a,416.66262078946824
90171000.100a,408.8057656566522
90152890.101a,553.3901584374717
90118452.101a,129.60105480227548
90150019.100a,583.3741889931804
90124867.101a,623.4758925067724
90124853.101a,617.6957981516105
90134183.100a,275.3034475407862
90161071.100a,306.39162185274733
90180310.101a,427.71863531772584
90165236.100b,570.2466334022531
90160159.100a,284.9395731704387
90151542.100b,489.4038518957126
90106232.10b,262.3620943722494
90149848.100b,176.0088280767111
90170025.100c,254.3672231173219
90187948.100a,616.992573694037
90134914.100a,348.62938119642797
90100119.10b,340.1165162243391
1003378.100c,422.2411608533119
90132840.100c,511.1332033445478
90160583.100b,708.3491495511062
90115953.101b,344.9050463934931
90172075.100a,348.61958785523194
90169930.100a,413.2954930655817
90159912.100c,171.81231803403134
90127669.101a,283.03084259678974
90168582.100b,258.1458892322088
90193910.100a,403.0950980707862
90105797.100b,906.0499999999998
90165786.100b,318.8037406626474
90153712.100a,461.67666161423705
90185173.100a,206.8724744205758
90126114.101a,221.56500665994002
90180336.101a,351.0468904368439
90194371.100b,312.07664079831335
90105284.101a,452.2143593635021
1003527.100a,212.03198108981601
90129667.101a,554.9869581664012
90109362.101a,336.4211084211879
90167861.101a,383.5512934640052
90159241.100a,429.48843636228
90124798.101a,675.1057315504858
90159051.100a,668.5502185784364
90154077.100b,778.4731939708969
90187357.100a,319.1009743223763
90104426.104a,484.60903024068796
90118750.100d,271.9923364079414
90144603.100b,259.14829590272365
90128260.101b,232.53412697367617
90132835.100a,383.32474076714084
90128578.102b,299.0815196266034
90116166.101b,607.5322276006474
90145885.100a,338.0184672425973
90156871.100a,295.21306269771134
90153345.101a,394.79298860180916
90181974.100a,743.9983258766836
90120972.102a,334.50637355168834
90144917.101c,293.2901781507481
90133096.100c,566.8359469688859
90184070.100a,268.48197725519134
90161537.100a,284.43993632953277
90147457.100a,286.96965943642033
90181271.101d,652.610748235399
90161379.100c,244.767804937726
90120549.101b,373.7191173620689
90128964.100a,173.77602345867126
90146362.102a,367.3722156015536
90157310.100b,257.6185552989445
90151015.100a,188.97170453904096
90118061.101a,404.19174458338904
1006822.100b,524.1028734077724
90157453.102b,515.5930571008876
90132955.100a,524.1390842047082
90126734.100a,151.2220751404951
90146776.100a,257.5646268035939
70207020.100a,322.8901113537746
90125355.101b,252.70804370200253
40200022.100a,586.0776722128134
1002639.100b,255.91708792656567
90161590.100c,440.07965250941425
40200220.102c,638.292245084911
90166153.100a,319.3119005806947
90133534.100a,411.81330185292535
1003528.100a,242.40870698451067
90135451.101b,271.51972392926007
90145848.100b,543.2818443166542
90164571.102a,649.7717287682008
90170866.102b,552.6096374798859
90180327.100a,384.31600170534307
90167925.101a,530.0720820190652
90117154.100a,440.40656367391904
90146181.100a,534.9178954239483
90149614.100a,465.2967114734936
90153600.100c,514.7110431483555
90178024.101a,391.6479324647497
90156300.100c,667.7384927325091
90159947.101b,460.60929182589206
90148119.104a,431.77971698429354
90155830.100a,377.4670220762714
90104639.10a,371.301249920797
90133046.100a,895.4911319365585
90132694.101a,412.4330330589869
90145643.101a,204.62696533393836
90177939.100a,275.83298859320394
90164464.100b,235.06396627810233
90185251.100a,205.36034367591185
90151254.101c,691.3458888262267
90172347.100a,268.23580194095405
90159353.100a,477.8596391457009
90179368.101b,230.15766991525712
90139797.100c,335.3441916919709
90182234.100b,764.3537113144691
90101437.101a,424.66661962384956
90174471.100b,300.06861893699056
90151913.100a,440.5825282886807
90174007.100b,445.3833153542688
90155137.100a,309.82335216297787
90125662.100a,255.78116842386203
90172253.100b,325.7385216313218
1000173.101c,654.3196277040041
90155445.101a,330.89706127605535
90154962.100b,209.15337943973273
90180390.100b,420.967846124305
90161471.102a,296.5772202270001
90132463.100a,362.4289669379199
90190841.100a,456.1684782304663
90155617.100a,789.3514048268607
90125575.101c,249.91036239798237
90132364.100b,132.1762172431318
90188858.100a,250.78182153352427
90145363.101a,152.2498574011864
90152480.100a,823.4897147816432
90174478.100b,357.3498404439306
70200000.10b,307.7554866958291
90177839.100a,345.887714508935
90140077.101c,283.9890238944761
90153557.101b,275.56660540696544
90172696.100b,747.2323477926234
90134071.100a,602.5558588776759
90192965.101a,809.8588888049484
90109695.101c,265.6978578583824
90149948.100a,658.5218174043189
90133762.101c,225.4518736492649
90180136.102a,335.74229452003107
90127778.101a,554.3713966847836
90145865.101a,300.5788491210525
90176382.103a,693.141888526585
90165330.103a,545.8838899997056
90150171.100a,431.81123561638583
90172029.100a,539.8217272987008
80200160.100a,243.76376043260979
90145711.100a,433.1916213211477
90133333.101b,207.21869752444215
90188059.100c,263.10414423763063
90171193.101a,323.70915190814344
90134065.101a,216.13130953844635
90131967.100a,227.92663867778057
90169887.101a,265.7270600881855
90108048.101a,626.4072464974728
90106074.101a,529.8771341076392
90115980.102b,470.20802359675196
90182631.100b,598.2567494496902
90146053.101a,344.1928471229439
1001996.100b,213.01345452831916
90180441.100b,310.78041064573955
90148140.100c,837.5682763588957
90145676.100a,340.92738359318093
90156547.100b,330.5326775887878
90183118.100b,291.6382880224209
90106247.10a,243.48076154154495
90103534.100a,418.7137526064028
80201136.101b,698.1553316297384
90181806.100b,445.61505233694123
90167009.100a,465.14232230821455
90145105.100a,306.7665844187782
90194738.100b,722.7486528100513
90125662.100c,255.78116842386203
90165997.100c,363.82211453699034
90134599.101a,377.4069535795465
90153130.100a,216.92219422837988
90132488.100a,208.68354342556876
90132703.100a,394.5814535985321
90154992.100a,228.6760789376128
90150232.100a,585.635438175245
90125781.101a,321.0667388568282
90189885.100c,717.3617493053331
90105061.10a,348.35507121926844
90155606.101a,125.08841037689763
70202630.10d,437.58587615589204
90133965.100a,510.66902631794727
90177822.100a,414.4228413735694
90160501.102a,181.6618096734914
90109436.102b,200.29129690553424
90118501.102b,447.3292496517401
90105086.100c,283.6948877391926
90177757.100b,194.59084812418342
70200133.101b,343.127538350691
90132267.100a,480.5507013551447
90134726.100a,234.25805701606572
90128279.101a,344.16053009113233
90127887.102b,175.56492867409676
90157328.100c,214.72872899383714
90133318.100c,260.37596875486867
90139007.100b,534.0173834011855
90110879.101b,309.86569273277775
90149503.101b,708.8438581602666
90133452.100b,409.1724961241392
90126704.101a,424.58125990974213
90184069.100a,432.8483951352935
90177915.100a,342.36377704315623
90139283.100b,389.0573673815122
90139497.100a,426.37274793366606
90185876.100a,489.6749652776478
90140558.100d,520.0291223828291
90138474.100a,714.1536477780274
90127069.102b,214.76563141285797
80200028.10a,228.35052116475924
80201138.102a,325.6536344688325
90145751.100b,391.6097464947489
90153373.100a,312.355698715266
90165214.100a,576.5737349387288
90128075.101a,507.63561945116106
90126102.100a,343.5970046624556
90190436.100b,680.6333217396688
90147717.101a,634.918886080012
90152928.100a,396.19245148417497
90187768.100b,332.4508617091401
90189293.101a,329.77183848367827
90187817.100b,485.66623332372757
60100376.100a,327.81583651285007
90135340.100a,250.3085912398559
90151032.100b,388.36590212689623
90156137.100c,487.16612684129
90145928.101a,195.3527126715056
90152519.100b,289.41287721527715
90118848.100b,395.1796269292359
90160684.100a,735.5771426179639
90111448.101b,270.9757131846953
70100099.100a,399.60502603703236
90128124.101a,177.9129420230907
90169106.100a,607.0858046569947
90159628.100a,492.7349113026293
90146783.101a,694.2170632789997
90177838.100a,436.9767288402619
90156412.100a,179.4621903739701
90131322.102b,694.9563545198286
90170322.101b,281.53061748779623
90180956.100a,336.4178042836428
90129465.100b,273.4574010392077
90154153.100b,622.3134168418475
90132051.100a,294.5371547556847
70205518.10b,382.7339038171728
90145460.100b,624.1330254009115
90108367.100a,310.04807467348115
90181537.100a,321.2676373037637
90181845.100b,515.2511882424263
90133754.100d,301.63262842954725
90165945.100a,401.55592698212047
90108651.10a,573.2410499152735
90145239.100a,353.13825961363966
1007039.100a,373.96844207022605
90187011.100a,347.3867956078708
90134710.100a,512.6386808791145
90139845.100a,219.8676118665885
90167287.100a,385.04640872175463
90134669.101a,195.2780512745343
90159485.100a,314.5341989335869
70206620.10a,200.42338868383302
90110397.102a,331.9093730938509
90134943.100c,544.692976501331
90147277.101a,157.82879189870764
90115231.102c,131.4202873844377
90152326.100b,396.5654028040512
90103502.10a,377.60098920964026
90104645.101a,329.5072986805337
40200075.101c,186.63727514016935
90104546.101a,231.72800481053986
90134122.101a,385.3474095570194
90126729.100a,218.70452942055533
90160388.100a,499.04144968709284
90158049.100b,647.4113539384903
90110458.101b,392.20857003254713
1000621.100a,494.9309110334884
90135372.100b,295.95498344759085
90162906.100a,609.5724864616652
90186757.100a,329.8322562451203
90152104.101b,454.827448721606
90134022.100a,425.3234291728548
90126378.100a,154.2987980580544
90112553.101a,349.8379729748597
90106147.102b,187.99058859745202
90191320.101a,318.73135801024887
90120553.101a,202.81530858822654
90126700.100a,259.64193066874003
90154817.101a,284.8445712465623
90113754.101a,282.0743985011624
90133380.102b,301.0907023451648
90171896.101a,121.52562058728758
90156054.100b,281.5372800870467
90133703.100a,558.0968106110649
90194833.100a,212.5145444921982
90132509.100a,543.1450608237393
90167811.100c,293.37940651675586
90187776.101b,326.62191267064196
90106180.100c,340.9775061093354
90192895.100c,528.7699645827144
90108677.101a,557.6503817425925
90149741.100a,254.12919814101238
90141091.102a,305.38168649173457
90146269.100b,561.9407848532958
90171078.100b,275.77015778381417
90119166.101c,454.07913483152777
90169831.101b,196.65433024139102
90176555.100b,280.8076988802861
50100100.101a,435.45241723177645
90183249.101a,343.30634357124535
1001354.100a,356.0031184115405
90180512.100a,321.67150468313184
90179982.100a,461.8324296177095
90109081.101a,254.73965512729143
90191335.100a,243.9148414724381
90189771.100a,402.3521802514895
90128074.101c,181.94156432565705
90108839.102b,385.9836428986921
90141072.101b,343.8386076040501
90108492.100a,424.1564940821019
90159521.100a,196.71158954933455
1007047.100b,889.4060459158644
90148795.100a,334.3784214487256
20100177.10b,512.4760178901963
90109513.102c,239.33705674936232
90145608.100a,332.7023051691443
90170357.100a,404.9759403725331
90146039.100a,388.61710193034423
90133874.100a,472.48910143675073
90125652.101d,295.3252547082927
90117972.102a,314.7399328247798
1001166.100a,186.4823125059783
90156138.100a,552.7253180432928
90124656.101a,347.43678990069606
90118452.100c,252.29061191644985
90148594.100a,508.7698869902922
90145215.100a,134.82946843689743
90194558.100d,402.31635832372206
90105061.100c,216.51204405001715
90150422.100b,255.6627104259481
90178025.100d,241.25109887355433
90149848.100a,182.52113340952647
70203015.103a,235.39953638515246
90108568.101a,435.12259167014656
90186957.101a,362.9142094728854
90192985.100a,283.40384601761525
90182088.101a,289.50841188196506
90148524.100b,396.82900485476074
90109171.101b,202.62299032293544
1004830.100c,464.7360234528592
90133612.102a,420.5834695553677
90134072.100b,263.75054192675424
90155662.100b,399.4226959815713
90147707.100a,283.79011646990926
90124690.102a,468.1213858110078
90149722.100a,553.318356217349
90139179.101c,445.91211719027996
90181339.100b,475.36484156489934
90191141.100b,425.1937213532848
90160331.100b,437.55048846170365
90126766.101a,597.3117685636898
90155565.100a,380.3591169391446
90135070.100d,355.31863774715464
90147998.100a,385.79544232792404
90103468.101b,540.3595978588551
90183174.100a,358.68811326663
90154045.100a,787.1586922529998
90111568.100a,749.9565775029555
90151722.100a,590.0114245970842
90156466.101a,525.2036695595508
90182300.100a,598.7676618417988
90192910.100a,304.33096077869646
90181434.100a,397.70609223334947
90168450.100a,286.6633425147675
90151852.100a,252.00126952940693
70202630.100c,664.6538497413814
17.102b,346.75847824933913
90130052.100b,171.89817968391898
90125015.100a,445.5533799959453
90119646.100c,414.7757362865078
90133011.100c,508.7483077862736
90124785.100a,282.5423811667333
90133764.101b,188.52750868563228
90163205.100a,197.72645429713063
90127283.101a,301.8042684839877
70207518.100a,345.2564604737931
90131359.100b,537.8244498892584
90145234.100c,335.0510779539949
90131304.100a,672.335178694487
90187966.101a,363.95862399831856
90151189.100a,334.4498755181875
90153706.100a,267.9661622200424
1007711.102a,462.9052412734453
90159616.100a,399.3706397976638
90192753.101a,380.22817011877356
90170621.100a,507.7576590686951
90132928.100a,317.42149601687134
90166862.100a,637.4633937177239
90179417.101a,650.4569265940736
90159824.100a,264.3458897420725
90103232.100a,243.16989734755282
90113338.100a,386.4931116981624
212.101b,548.1518210225703
90105058.100a,372.018597361519
90182380.100c,401.5475900182293
90134426.100a,327.7318936347373
90131527.100a,708.1246202810426
90169892.100b,154.18167133929143
90131596.100c,197.86268815067922
90132653.101a,306.6536378895068
90155691.100b,289.1260885922968
90125859.101a,209.81390613100876
90128276.101a,184.9867560319258
90179180.100a,446.9025236161709
90137566.100c,339.33878734847667
90186790.100a,339.84629145554175
90108077.102a,362.71618013593235
90114451.101d,172.0925242752546
90168920.100a,368.1781714263918
90149197.102b,456.0845024055837
90181117.103a,504.1002368731715
90134074.100a,294.7219049277418
1000991.100b,492.2525052149478
90148979.100a,385.96463356445855
90128054.101b,409.18834736931893
90133373.100c,436.92145025773283
90134534.100a,460.19046134342943
1009536.100b,440.0393224476479
90144787.102a,387.40263661277055
90152001.101a,186.70422574343274
90146388.100b,406.38046858142127
50200312.100a,544.2830995920662
90186000.100a,529.8998286607095
90166220.100a,394.82667381116045
90159507.100a,582.8758223969188
90158035.101c,373.2689829617028
90163214.100a,251.9107658013507
50200079.102a,498.09750863450705
80100183.101a,626.1521809824964
50200596.101c,354.8273990005573
90109171.101a,227.85478585054187
90148758.100a,491.899989331036
90171829.100a,198.51270426761485
90152502.100b,676.0658315905603
90107855.100a,448.0130356474254
90138222.101c,443.95209679954746
90136866.101b,257.5667843289746
90157467.100b,597.0394970864613
90149473.100b,257.16651904956524
90192784.100b,503.589982382783
90178863.100a,479.59547501798085
90105741.101a,681.7396853088233
1001721.101a,314.02931779253333
60200301.10a,438.8165598762516
90144360.100a,206.46171829161906
90189823.100b,458.6590705625065
90174542.100a,351.0557778145916
90149477.100a,316.9255406814066
90134226.100a,218.76315833486538
90126982.100a,227.43162542142622
90170322.101a,217.02476805015667
90109674.100c,348.42365684572474
90105909.10b,467.518005155985
90149519.100a,437.32590511691234
90169986.100c,559.3928532335083
90104588.101b,279.4779718487992
90132210.100a,355.0190005739979
90135238.101c,263.4989784820245
90166557.100a,565.0149799300046
1007557.100b,462.62440979347224
90126375.101c,229.67184198140265
90146621.100a,769.4818607562294
30200138.101a,370.606597112795
80100007.10b,397.9988656211284
90133989.100a,357.3300567093635
90159183.100b,232.15094059138056
90132314.100a,384.3647362513824
40200295.101a,289.60595663282976
90154508.100b,253.0913307573126
90108398.101a,155.75137699263578
90176413.100a,834.3618161741127
90157562.100b,206.36470954708605
90159240.100c,293.21158888499
90131345.100a,428.60135697302553
90180328.100a,589.2769632086957
90186122.100a,313.88236412231737
90176433.100a,388.0571946077371
90194795.100a,571.975916852697
90165215.101a,315.6842658606027
70206116.10b,329.62798695800547
90133178.101b,243.7705892630955
90149898.100a,429.6149186335961
90163174.100b,475.4487721781039
90150690.100a,449.4295809082773
90146300.100a,546.4463423839727
90126356.101b,215.30521467778
90156535.100a,612.1195449298825
90154435.100a,354.3837873434676
90128783.101c,371.15678397624964
90132896.101d,239.82714175621902
90132448.100a,512.6673541217875
90178871.100b,276.8068276869052
90119667.101b,421.77997535746414
90157383.100b,755.38464424214
90157222.100b,443.8845573352027
90150373.100c,318.35037580822035
90133295.100a,281.2104654451781
90148179.100a,163.1832641193828
90153819.100b,268.56638947533423
90161099.100b,388.3694776236975
90137552.100a,540.7874682228493
90151299.101a,436.4768871840476
90172254.100a,380.11864864663073
90123353.101a,468.3674679410344
90148916.100b,197.18177223293335
90108232.102a,145.82365196172785
70204315.10f,266.1362100606077
90127125.101a,186.59372321509963
90106129.100b,450.4344295829611
90147264.102b,656.42599886525
90184015.100b,526.5263807765512
90149055.100c,315.7862310417556
90133526.100a,477.984089099726
90146679.100c,362.71613304402985
90112589.100a,556.6023298171439
90106291.101a,254.97809848420806
90171287.100b,311.79622629780005
90157380.100c,303.50359283843363
90163127.100b,364.07319089196477
90164585.100b,409.42177197296616
90140596.100a,198.09398997653852
90160640.100d,343.51196382221394
90146514.101b,155.33456965105458
90179655.100a,344.11342764338167
90172769.100a,550.4378004849807
90128275.101a,230.02050127929087
90127294.101b,210.4128453865511
90132698.100a,286.5278529985775
90147685.100a,395.3963353974321
90180693.100a,534.519886593099
90157362.100a,604.7395442856744
70205919.101c,607.3364470097052
90148387.100a,250.91746755189425
90120174.101a,479.37655425126496
90182094.100a,711.5239333098139
90150353.100c,278.55242349497894
90181917.100a,629.3863844382406
90153258.100b,706.2069436923438
90109438.101a,762.4136609800588
90105220.103a,528.7378475273471
90170823.100a,454.35444380593924
90138166.100b,455.2210063630183
90162725.101d,173.52747281530498
90149971.101a,245.42347898010607
90147557.100b,585.0734892262295
90155929.100a,310.69428902340803
80200728.101a,564.228561377686
90155237.100b,250.05708944238256
90111382.101a,373.69915997656625
90157024.100a,275.5284333856414
90171791.100a,596.0471693457226
90189791.100a,207.25001578101384
90178869.100a,317.5534687659214
90148355.100b,410.3319749585434
90146388.100a,349.39363914251027
90145659.100c,509.5434308056286
90111159.101a,318.397029434215
90110855.101a,220.752090560383
90141069.100a,485.6355464170249
90139327.100b,483.97682507625797
